titre,entreprise,ville,contrat,date,lien,source
Responsable de Production Extursion,Topwork,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn595272e78e03be0f657cb6874c6ddbe7,optioncarriere.sn
Coordinateur.rice régional.e pédagogique Afrique,Médecins Sans Frontières,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn66224f32368aea2ed5423bf6c188e752,optioncarriere.sn
Conducteur Travaux CVCD & Plomberie,Vinci Energies,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sna97fd9f0b11fcafffaa2da065cdab193,optioncarriere.sn
Commercial Terrain (H/F),Global Talent HR,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn11feb451f44a8071969e6285b6056021,optioncarriere.sn
Assistant Caissier et commercial,Beta Services,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn8bc768f9af1d18e6e67f45bf1caf9336,optioncarriere.sn
Référent.e Maladies Non Transmissibles,Médecins Sans Frontières,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn14ea3c1c055156d1a20c857c6ef551e0,optioncarriere.sn
Expert-Comptable,AMD Corporate,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn13a14ec9f59a79700627d9c9d1fdda5f,optioncarriere.sn
"Stagiaires Développeurs Frontend, Backend & Web/Mobile (H/F)",Stars Investment Group,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn2acde195f01e542eec97483cad6c79a2,optioncarriere.sn
Ferrailleurs,Top Work,Saint-Louis,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/snd1831e5629f4ace506402c38be164555,optioncarriere.sn
Coffreurs,Top Work,Saint-Louis,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sne0aaf85cc1dbf5958a02a2b48236f11c,optioncarriere.sn
Responsable Atelier Mécanique et Coordination,Topwork,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn5f9d37b5add4cfe0185ece703500b9ee,optioncarriere.sn
Comptable Sénior - Senior Accountant,Antal International,Sénégal,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn86a3fed1e43eae7285657de054385667,optioncarriere.sn
consultant Expert Socio ou Agroéconomiste,N/A,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn024ab81e1a23d475463e998cde6243b6,optioncarriere.sn
Procurement Officer H/F,Groupe CF-ID,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snac0484e304fb043e5f6941975a4798df,optioncarriere.sn
OPERATIONS MANAGER,Fed Africa,Dakar,N/A,Il y a 19 jours,https://www.optioncarriere.sn/jobad/sn268fa80104da687178c2bc6e618f8c63,optioncarriere.sn
Commercial Sédentaire / Téléprospecteur (H/F),Techgal,Sénégal,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn8e1a3e0f47574fc848b1cb5208eab8d8,optioncarriere.sn
Tailleur Costume sur mesure,Ussu suits,Dakar,N/A,Il y a 10 jours,https://www.optioncarriere.sn/jobad/sn294011b6fc4fcaaff7dc916370c66718,optioncarriere.sn
TRANSITAIRE JUNIOR H/F,Groupe CF-ID,"Sébikhotane, Dakar",N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne2ec73374ded4d9e051e0d021dca55ab,optioncarriere.sn
Électrotechnicien – Compétences en Automatisme (H/F) H/F,Groupe CF-ID,"Sébikhotane, Dakar",N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn87d70e2caba43e6756eae898b82c673f,optioncarriere.sn
Venue Logistics Manager (VLM),Africa Global Logistics,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snd583942d272f090e0e1e761f3db16a61,optioncarriere.sn
UI/UX DESIGNER,Afric Management,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn63631b9ab0909cf0069a9d4e6eef590c,optioncarriere.sn
Project Manager,GFA Consulting Group GmbH,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn5cd476bc90683b707448b7c87f20d42c,optioncarriere.sn
Chargé de support technique,GPF,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snb7b8e778fdf6a2e4e0e2860feaeb69b4,optioncarriere.sn
Chargé de Suivi-Évaluation,FHI 360,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn883c5176399e2ea39175eb661facd518,optioncarriere.sn
Télévendeurs,ADM Value,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn06d6ad1299e1de641f00dba5fe804cc0,optioncarriere.sn
Conducteur Travaux CVCD & plomberie,Vinci Energies,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn496c9541446c172137cd95c17436120d,optioncarriere.sn
Responsable régional,Pulse et PPI,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sneb91aec03beed382b5633bc08e637177,optioncarriere.sn
Commerciaux,Agence RH,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snfbf5b68b4bf45a9d6ac9b1bff62dd2a0,optioncarriere.sn
"Directeur(rice) Technique pour la santé maternelle, Néonatale et infantile et Nutrition",FHI 360,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snc66efed12d4814b721cb0cdba70c3a69,optioncarriere.sn
Chargé(e) de Support Administratif,GPF,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sned288a288c6581da8da8c39712780f6e,optioncarriere.sn
Directeur Exécutif des Vaccins et de Bioproduction (CVO),Institut Pasteur de Dakar,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snb648fcd75390834e17a676ade135bb06,optioncarriere.sn
Agent transit,TotalEnergies,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn830e25e57fd9d7eb9bc20a392b28b089,optioncarriere.sn
Coordinateur.rice régional.e pédagogique Afrique,Bibliothèques Sans Frontières,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn36289774aee9f019618daba8e99290d2,optioncarriere.sn
Assistant chef comptable,Azalai Hotels,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn492433971c0fb4b9bf81ba1bd4b07837,optioncarriere.sn
Qualiticien Terrain,Elite RH,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn91b01fbcddd76970d95d48038125ee85,optioncarriere.sn
Manager Achat & Moyens généraux,ALTEN Senegal,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn063b2f81a16eae21d34d3f3003cfd661,optioncarriere.sn
Gestionnaire de Portefeuille,CGF Bourse,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/snead90521362f76b694fdbd666a9b8270,optioncarriere.sn
Deux (2) premiers Commis de Cuisine,Axil Hotels,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn3d8aa84c434b3a44d2eda820887e8649,optioncarriere.sn
Assistant(e) Administratif(ve) et Qualité,N/A,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn674fae9dff400bb4c7b613e50b25ea92,optioncarriere.sn
Spécialiste Marketing et Communication,Eureka Consulting International,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn9c4b70ad7b5dca9adb4dbcfb7dbe9f2c,optioncarriere.sn
Agents de collecte,ANSD,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn32ee9219aac79e605a45123d122db8b9,optioncarriere.sn
Interprète Billingue CHINOIS,MBS,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/snc9e134844212ee7686427c2c9354bfc8,optioncarriere.sn
People Operations Specialist (Chargé RH),Myriad,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn29b3abefb2f2466f4a9a3da378fc492c,optioncarriere.sn
CHAUFFEUR PRIVÉ / FAMILIAL À THIÈS,Top Management 24,Thiès,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn1f72266726f701461383242ee18a353c,optioncarriere.sn
Chargé de support technique (bilingue),Solar Panda Senegal,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/snf82b69edaa704bb5fc3eb40ff48d5fb1,optioncarriere.sn
Responsable des Ventes,G2 Invest,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sna49e97f186dcd10cf62b850120dea7cc,optioncarriere.sn
Conseiller en santé néonatale et infantile,Jhpiego,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3691fca64711c9afcfeaf72b874e74ba,optioncarriere.sn
Administrateur/trice comptable,N/A,Kaffrine,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/snf41d139fc6bf03231c5a0f61b2bf65d4,optioncarriere.sn
Gérante institut de beauté soins et bien être,N/A,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sna5aa454e19a3bc7bd979acc90274d5e4,optioncarriere.sn
Responsable des opérations des partenariats,Tostan,Thiès,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sne7d48ea878f0abccd1e0fb79c25171e7,optioncarriere.sn
Agent assurance qualité / Controle qualité,AMD Corporate,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn84189c1151c254b06d3249a38ef91bc2,optioncarriere.sn
Technicien en surveillance et système de contrôle d’accès,SAO CONSULTING GROUP,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn7e270b0c511acb66c11b5cd7367a900f,optioncarriere.sn
Responsable des Ventes,Azalai Hotels,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snc93d93b0a1f64c2e8d1043059f8597dd,optioncarriere.sn
Assistant Achat et Logistique,Elite RH,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn3deed1179979c7d86ac772debbb71061,optioncarriere.sn
Créateur de contenu numérique,Tostan,Thiès,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn759c46aadf6e126de18d70e78bf14648,optioncarriere.sn
02 Menuisiers,Topwork,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snca7c7387b6b05f3dfae99094b96c8f01,optioncarriere.sn
Responsable Assurance qualité,AMD Corporate,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn72b839e35cc7e784e355981f6673052b,optioncarriere.sn
02 Soudeurs,Topwork,Kédougou,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn540f3e4124ca379841c47ad19a9ae969,optioncarriere.sn
Spécialiste Infrastructure – Cloud,SYLVERSYS,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn610de7136f48291f96ff360d21328e81,optioncarriere.sn
Responsable Administratif et Financier,Elite RH,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn4e2ee6358a4062153d6c484633fdde3b,optioncarriere.sn
Commercial – Marketing Digital,SAO CONSULTING GROUP,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sne2e1b231b2f5fd60a4c6db561d92519f,optioncarriere.sn
02 Techniciens Instrumentistes,Topwork,Kédougou,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn15d7c1707ae636f4ebc78e791c2295a5,optioncarriere.sn
Superviseur HSE,TotalEnergies,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn1037b9677c9b34f55e3dc9265d10cdae,optioncarriere.sn
"Ingénieur en systèmes de contrôle SCADA/EMS et télécommunications, électricité",AMD Corporate,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn97072144525a4cebe1dca8ec52987ff9,optioncarriere.sn
02 Agents moyens généraux,Topwork,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn208c8f4cbd5215deda46e611a108ec3e,optioncarriere.sn
02 Électriciens,Topwork,Kédougou,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn115248ecdf0c0a61a5e94080a611935d,optioncarriere.sn
02 Mécaniciens,Topwork,Kédougou,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snf2562589dca3b0103bc84ab508e8d1ab,optioncarriere.sn
Commercial terrain agroalimentaire,Elite RH,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snbc7296a49ee9cca5c52f5fb408365e12,optioncarriere.sn
02 Plombiers,Topwork,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snf9b4869e19de8da65ec792493111fb09,optioncarriere.sn
Conseiller client,Foundever,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn90304c518f549e6afa8394b4d1b3764f,optioncarriere.sn
Conseiller client,Foundever®,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snd3473a4d313546ef37587742cd0913ef,optioncarriere.sn
Technicien Datacenter CVC,CFAO,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn2bb0bae0930236f4c9579eff0f2a5e2e,optioncarriere.sn
Technicien Datacenter CFO,CFAO,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn1efe705d946d97532eb9913f0aff8933,optioncarriere.sn
Stagiaire en Communication et Plaidoyer/ Communications and Advocacy Intern,World Vision International,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn6bf0f53086c7b71907fc9673d217d183,optioncarriere.sn
ELECTROMECANICIEN,Africa Global Logistics,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn8ee1f31083bb5aa806b58215188503d7,optioncarriere.sn
MECANICIEN MP,Africa Global Logistics,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn835cc52b77289773edb064a63a4d30a8,optioncarriere.sn
Expert Carrière,BIA Group,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn99b70a512fb19136dcae4283755ef5ca,optioncarriere.sn
Conseiller en laboratoire (Laboratory Advisor),FHI 360,Dakar,N/A,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn22a55a702c8a9adac6292964b0b6471f,optioncarriere.sn
Aide Gouvernante,MMBC,Dakar,N/A,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn41afa229b64c134b748b501a885e15d8,optioncarriere.sn
Maitre d’Hotel,MMBC,Dakar,N/A,Il y a 15 jours,https://www.optioncarriere.sn/jobad/snf291f4b7fec984558e82bc1dafbc85fe,optioncarriere.sn
Public Health Specialist (Emergency Management),Ambassade des Etats-Unis au Senegal,Dakar,N/A,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn9f4609670b4845cd98ee4a7e0b852549,optioncarriere.sn
Comptable Clients,CFAO,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn78b950f3f2149e9e2c5914b0c35a2628,optioncarriere.sn
Docteur en pharmacie,N/A,Dakar,N/A,Il y a 15 jours,https://www.optioncarriere.sn/jobad/snea71deccc5fb3b08a3005bf2de8bd74c,optioncarriere.sn
Trois (03) Chargés de Suivi Evaluation (S&E),Jhpiego,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sne90242ea1e5124ac92d7a7f6c2800905,optioncarriere.sn
Deux (02) Chargés(e) des Finances,Jhpiego,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn5c7dcaa2ca2f9d1982366850a74e5a00,optioncarriere.sn
Responsable de production (H/F) - Agroalimentaire,Michael Page,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snf97649314a25c1ca096cb6e261796167,optioncarriere.sn
Assistant (e) Achat,Sunda International,Dakar,N/A,Il y a 19 jours,https://www.optioncarriere.sn/jobad/sndaea64244630cc0cdba3693a57682976,optioncarriere.sn
Aide cuisine,Sunda International,Dakar,N/A,Il y a 20 jours,https://www.optioncarriere.sn/jobad/sn0c3a2d74378d16c4106488e707780667,optioncarriere.sn
Télévendeurs en conquête mobile/marché français,SHY Performance,Dakar,N/A,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn044849f7bcf9bd84082de8c76b520021,optioncarriere.sn
Candidates au Mariage (Femmes Uniquement),Agence de mariage selective a Dakar,Sénégal,N/A,Il y a 20 jours,https://www.optioncarriere.sn/jobad/sn9b0e6ce3f2b7ecfa384fb660032c684d,optioncarriere.sn
Préparateur(trice) de Devis Informatique (Profil Systèmes & Réseaux),Grazeina Technologies,Dakar,N/A,Il y a 26 jours,https://www.optioncarriere.sn/jobad/sn16c301080ddb887ef96ace10f00a911d,optioncarriere.sn
Superviseur commercial expérimenté dans le domaine FMCG,Sunda International,Dakar,N/A,Il y a 26 jours,https://www.optioncarriere.sn/jobad/snd130da87290154f268150666dcc9c632,optioncarriere.sn
Agents de Distribution / Promotion Terrain,Sunda International,Dakar,N/A,Il y a 28 jours,https://www.optioncarriere.sn/jobad/snedf2a4063181872d0f73a8774e078b38,optioncarriere.sn
CONTROLEUR FINANCIER - SENEGAL,Michael Page,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn13601168d2e53dfa300915ecc6d6472f,optioncarriere.sn
Responsable Exploitation Hotel,N/A,"Somone, Thiès",N/A,Il y a 27 jours,https://www.optioncarriere.sn/jobad/sn758563d9143439bac7b0a8ab83038966,optioncarriere.sn
Comptable,LAfricaMobile,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc4070b2e4d91313eb0c640da2c64b89c,optioncarriere.sn
DGA Agro-industrie- Sénégal,Michael Page,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn0789952e4caebc0b4b5a53d20f2ae055,optioncarriere.sn
Superviseur Maintenance Parc – Transport Primaire,La Laiterie du Berger,Sénégal,N/A,Il y a 25 jours,https://www.optioncarriere.sn/jobad/sn41344c5452b5af810dbc6396577caf09,optioncarriere.sn
Superviseur Tracking & Monitoring,La Laiterie du Berger,Sénégal,N/A,Il y a 25 jours,https://www.optioncarriere.sn/jobad/sn1dcc152355e3b42b6df9679e537eb73a,optioncarriere.sn
Lead Transport & Maintenance (DS/TP),La Laiterie du Berger,Sénégal,N/A,Il y a 25 jours,https://www.optioncarriere.sn/jobad/snbc2330691d8f386d72fdfbb45cbcb35d,optioncarriere.sn
Agent commercial,CSS,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snafa972de7440f4de13afbb38faf8884d,optioncarriere.sn
Consultant Support FAI,ALTEN Senegal,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn976500b6e68dd79969541caa06d9125a,optioncarriere.sn
Développeur Front-End Expérimenté – Vue.js,ALTEN Senegal,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snd91a75a6e636443d9d7645abdf309374,optioncarriere.sn
Développeur Fullstack Expérimenté – Java,ALTEN Senegal,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn31c967fc1555a3c121b8879a78ca332e,optioncarriere.sn
Formations et certifications en ligne Coursera – Partenaire d’Emploi Dakar,Coursera,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn0c53a08d8f74893ca48b1c5c41743d18,optioncarriere.sn
03 Coordonnateurs de Terrain Rotationnels,MyAgro,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn7c82dc0cfc1fa6b6bf90e7fa3119ea83,optioncarriere.sn
08 Agents Formateurs VE,MyAgro,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn4de7100db58e1966455d795bae0534d5,optioncarriere.sn
"Finance Archivist Intern, WCA Regional Office",Save the Children,Sénégal,N/A,Il y a 10 heures,https://www.optioncarriere.sn/jobad/snfd4565f9ccb4b50606f753b4a2f5cc0f,optioncarriere.sn
Electrical Technician,Airswift,Sénégal,N/A,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn58a5616cbd5720eedcfd43a71ff0d7a0,optioncarriere.sn
Agent des Operations Maritimes – Documentation,CEVA Logistics,Dakar,N/A,Il y a 7 heures,https://www.optioncarriere.sn/jobad/snf8340e7ac5486e7cbb69795f86a0e070,optioncarriere.sn
Stagiaire Déclarant en Douane,CEVA Logistics,Dakar,N/A,Il y a 7 heures,https://www.optioncarriere.sn/jobad/snd090db61ae3b1c7426cebbbb4db304b0,optioncarriere.sn
Business Developer – Merchant Payments,Djamo,Dakar,N/A,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn6c3d67c9d849868d473946e93dbf739c,optioncarriere.sn
Regional Program Manager,Diakonie Katastrophenhilfe,Dakar,N/A,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn0d6b45450ed33637e5e32fbd26ce6da5,optioncarriere.sn
Chief Of Staff,Nixacom,Sénégal,N/A,Il y a 10 heures,https://www.optioncarriere.sn/jobad/sn7ca5b5331a2e3b5ae434bf898752d886,optioncarriere.sn
Innovation Hub Coordinator for Western Africa,FAO,Dakar,N/A,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sn8f22f03d9c7c0f582a046a1a228145fe,optioncarriere.sn
Equity & Options Trader,Maverick Trading,Kaolack,N/A,Il y a 1 jour,https://www.optioncarriere.sn/jobad/snf0dee1ccbe4ae8660c8f589eb868125e,optioncarriere.sn
Business Development Director - Senegal,Visa,Dakar,N/A,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snfbb4a589ef47c6ecff76d04d7892958a,optioncarriere.sn
Operations Team Leader (Social Infrastructure) RH Dakar,Islamic Development Bank,Dakar,N/A,Il y a 3 jours,https://www.optioncarriere.sn/jobad/sn9a8c277f7e10ae4e2e75e4c90fcbd296,optioncarriere.sn
Operations Team Leader (Agriculture Infrastructure) RH Dakar,Islamic Development Bank,Dakar,N/A,Il y a 3 jours,https://www.optioncarriere.sn/jobad/snd7d6957bfb1dad408b0f889bad488dd7,optioncarriere.sn
SENIOR SALES ENGINEER,Castolin Eutectic,Dakar,N/A,Il y a 7 jours,https://www.optioncarriere.sn/jobad/snf9294d5c572765ca5e8f18a8e2273961,optioncarriere.sn
Forex Trader/Risk,AudaCity Capital,Sénégal,N/A,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sna39bd4b643247401873f3f06ebe8d520,optioncarriere.sn
GEF Projects Sub-Regional Coordinator,FAO,Dakar,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snae0db20b78403f608ee2f5b639428c93,optioncarriere.sn
Editing & Proofreading Support,United Nations,Sénégal,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sn2f0725e2ab11d5003ca58f867e725c72,optioncarriere.sn
Infrastructure Engineer,PLUS8SOFT,Sénégal,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snc1baeae547db3722f7838272397e571d,optioncarriere.sn
Manufacturing Team Leader,Philip Morris International,"Pikine, Dakar",N/A,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sn46cebc18794f03acf48a88dca71303fe,optioncarriere.sn
Agent des Operations Maritimes - Documentation,CMA CGM,Dakar,N/A,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sn360385a9c3a7d0ed121885c7ae2209a6,optioncarriere.sn
Stagiaire Déclarant en Douane,CMA CGM,Dakar,N/A,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sncd56e936f603a1f4c3d71674a25bcd65,optioncarriere.sn
Pricing and Quoting Intern Apprentice West Africa,CMA CGM,Dakar,N/A,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn9667de1938e112ace0df096948bb023d,optioncarriere.sn
"Senior Malaria Advisor, DOS LEAP Global - Senegal",Dexis Consulting Group,Sénégal,N/A,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sna005330074413cd95355291cd0746434,optioncarriere.sn
Proofreading and Editing of the Portuguese Version of the Recovery Roadmap,United Nations,Sénégal,N/A,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn9f5e1d0e58f80a555e531d77b1e57ef8,optioncarriere.sn
Information Integrity Analyst,United Nations,Sénégal,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn8191695216c482a77c7d948d428a9e28,optioncarriere.sn
Data Center Technician - SN - Dakar - On-site,Reboot Monkey,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn9867ea8aae373cf20d571358ff89ce21,optioncarriere.sn
German Technical support L2,TalentWorldGroup,Sénégal,N/A,Il y a 9 jours,https://www.optioncarriere.sn/jobad/sn696536532dceb6c581780a234cd91817,optioncarriere.sn
Area Sales Manager,WhiteCrow Research,Dakar,N/A,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn5e95778a7ac8089a362819e1a003ba53,optioncarriere.sn
Business Development Director – Senegal,VISA,Dakar,N/A,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn8bf3e739baa6257358c2d18bf1d48323,optioncarriere.sn
"Senior Malaria Advisor, DOS LEAP Global – Senegal",Dexis,Dakar,N/A,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snc2eefe4a6033fb24d765d757dd0e16b1,optioncarriere.sn
Legal Counsel,Wave,Dakar,N/A,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn04d44a7ab0cf9c4c70566e70a011f16d,optioncarriere.sn
Legal Counsel,Wave Mobile Money,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn99484f64c55127fc713cdfee3ee146b4,optioncarriere.sn
Regional Business Development Director,Plan International,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn8545a90559ac96b4309eff902ccf96cd,optioncarriere.sn
IBDP Coordinator,Enko Education,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn881e84a4655af50f1770a2126378b278,optioncarriere.sn
Merchant Distribution Supervisor,Wave Mobile Money,Dakar,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn16533d9c18955b50c04c6dd437933a5b,optioncarriere.sn
Business Developer - Merchant Payments,Djamo,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn88bdd0c16659affe6727aa76eb25bf1f,optioncarriere.sn
SN Merchant Account Supervisor,Wave Mobile Money,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snc5626a8feefeecbf3d87c4719cae6b1a,optioncarriere.sn
Support Quality & Training Lead,Wave Mobile Money,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snd17c7369c24be661975d5e1dc9d09eb7,optioncarriere.sn
Editing & proofreading of a guide for regulatory bodies (86p),United Nations,Sénégal,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn5d8957aaba199aee75318e3acb68ca0f,optioncarriere.sn
National Project Support Officer (MHD),IOM,Dakar,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sn37adadb3250eb21e0aca26551c5866d0,optioncarriere.sn
Pricing and Quoting Intern Apprentice West Africa,CEVA Logistics,Dakar,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sne355e05905974ef03511c8d0cba519cf,optioncarriere.sn
HR Associate,UN Women,Dakar,N/A,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snc3d62bd88724da82fa3bf54ee334851f,optioncarriere.sn
Online Senegali French Teacher,Global LT,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne6ce012b09a41060e4fc2821479183df,optioncarriere.sn
