titre,entreprise,ville,contrat,date,lien,source,date_expiration
Ingénieurs Statisticiens,Sen Interim,"Dakar,
                                                                                Dakar",Sen Interim,"mardi, 12:27",https://www.expat-dakar.com/annonce/ingenieurs-statisticiens-6679629,expatdakar,
02 Auditeurs Seniors,Grant Thornton Sénégal,"Dakar,
                                                                                Dakar",Grant Thornton Sénégal,"mardi, 12:23",https://www.expat-dakar.com/annonce/02-auditeurs-seniors-6679622,expatdakar,
Demande,,"Kounoune,
                                                                                Dakar",,"mardi, 02:04",https://www.expat-dakar.com/annonce/demande-6678749,expatdakar,
Cherche femme de ménage,,"Almadies,
                                                                                Dakar",,"lundi, 19:51",https://www.expat-dakar.com/annonce/cherche-femme-de-menage-6678590,expatdakar,
Nous recrutons un(e) Agent Commercial(e) Terrain !,GF NUMERIK,"Patte d‘oie,
                                                                                Dakar",GF NUMERIK,"vendredi, 10:37",https://www.expat-dakar.com/annonce/nous-recrutons-une-agent-commerciale-terrain-6676022,expatdakar,
Cuisine et nettoyage,,"Patte d‘oie,
                                                                                Dakar",,"vendredi, 10:36",https://www.expat-dakar.com/annonce/cuisine-et-nettoyage-6676283,expatdakar,
Recrutement de commerciaux de haut niveau,Entre 200 000 et 300 0000,"Colobane,
                                                                                Dakar",,"jeudi, 16:00",https://www.expat-dakar.com/annonce/recrutement-de-commerciaux-de-haut-niveau-6675588,expatdakar,
Recrutement centre d'appel,,"Liberte 6,
                                                                                Dakar",,"jeudi, 15:30",https://www.expat-dakar.com/annonce/recrutement-centre-dappel-6652699,expatdakar,
Serveur(se) polyvalent(e),MERAKI,"Almadies,
                                                                                Dakar",MERAKI,"jeudi, 11:27",https://www.expat-dakar.com/annonce/serveurse-polyvalente-6674504,expatdakar,
Chef(fe) des Services Administratifs (CSA),École Polytechnique de Thiès,"Thiès,
                                                                                Thiès",École Polytechnique de Thiès,"jeudi, 11:09",https://www.expat-dakar.com/annonce/cheffe-des-services-administratifs-csa-6675299,expatdakar,
Développeur Sénior,Baobab Group,"Dakar,
                                                                                Dakar",Baobab Group,"jeudi, 11:01",https://www.expat-dakar.com/annonce/developpeur-senior-6675290,expatdakar,
Masseuse professionnelle,,"Amitié,
                                                                                Dakar",,"mercredi, 13:11",https://www.expat-dakar.com/annonce/masseuse-professionnelle-6545608,expatdakar,
AGENT DE BILLETTERIE AÉRIENNE EXPÉRIMENTÉ (H/F),OneClick Sky,"Point-e,
                                                                                Dakar",OneClick Sky,"mercredi, 10:25",https://www.expat-dakar.com/annonce/agent-de-billetterie-aerienne-experimente-hf-6673235,expatdakar,
Cuisinier(e) restaurant fast food a temps partiel,Non défini,"Hlm,
                                                                                Dakar",,"mercredi, 10:24",https://www.expat-dakar.com/annonce/cuisiniere-restaurant-fast-food-a-temps-partiel-6673287,expatdakar,
Offre D'emploi : Domestiques,Menage-Facile,"Grand-Yoff,
                                                                                Dakar",Menage-Facile,"mercredi, 09:37",https://www.expat-dakar.com/annonce/offre-demploi-domestiques-6227626,expatdakar,
MENAGE- NOUNOU- CUISINE- LINGE- REPASSAGE- BOY DE MENAGE,,"Almadies,
                                                                                Dakar",,"mardi, 23:32",https://www.expat-dakar.com/annonce/menage-nounou-cuisine-linge-repassage-boy-de-menage-6618738,expatdakar,
RESPONSABLE CONTENU & SUPERVISION CHAÎNES YOUTUBE,Contenium Group,"Point-e,
                                                                                Dakar",Contenium Group,"mardi, 14:46",https://www.expat-dakar.com/annonce/responsable-contenu-supervision-chaines-youtube-6672645,expatdakar,
PRÉSENTATRICE / JOURNALISTE,Contenium Group,"Point-e,
                                                                                Dakar",Contenium Group,"mardi, 14:45",https://www.expat-dakar.com/annonce/presentatrice-journaliste-6672668,expatdakar,
Agent Transit,TotalEnergies,"Dakar,
                                                                                Dakar",TotalEnergies,"mardi, 11:18",https://www.expat-dakar.com/annonce/agent-transit-6672425,expatdakar,
Chef de la sécurité,Dangote Cement Senegal,"Thiès,
                                                                                Thiès",Dangote Cement Senegal,"mardi, 12:04",https://www.expat-dakar.com/annonce/chef-de-la-securite-6672417,expatdakar,
Coordinatrice Administrative & Operations,Onaturell,"Nord foire,
                                                                                Dakar",Onaturell,"mardi, 10:52",https://www.expat-dakar.com/annonce/coordinatrice-administrative-operations-6671726,expatdakar,
Agents de nettoyage (H/F) et agents de deménagement ‎,Entre 100 000 et 200 000,"Liberte 6,
                                                                                Dakar",,"mardi, 10:52",https://www.expat-dakar.com/annonce/agents-de-nettoyage-hf-et-agents-de-demenagement-6671705,expatdakar,
Recrutement journaliers et contractuels,,"Mbao,
                                                                                Dakar",,"lundi, 15:29",https://www.expat-dakar.com/annonce/recrutement-journaliers-et-contractuels-6671318,expatdakar,
Agent Assurance Qualité / Contrôle Qualité,AMD Corporate,"Dakar,
                                                                                Dakar",AMD Corporate,"lundi, 11:17",https://www.expat-dakar.com/annonce/agent-assurance-qualite-controle-qualite-6670844,expatdakar,
Livreur,Lapaire Group,"Dakar,
                                                                                Dakar",Lapaire Group,"lundi, 11:14",https://www.expat-dakar.com/annonce/livreur-6670824,expatdakar,
Chargé(e) communication & développement commercial,SENTECH VALLEY,"Patte d‘oie,
                                                                                Dakar",SENTECH VALLEY,"dimanche, 08:22",https://www.expat-dakar.com/annonce/chargee-communication-developpement-commercial-6670096,expatdakar,
Demande d'emploi chauffeur,,"Ouakam,
                                                                                Dakar",,"dimanche, 17:15",https://www.expat-dakar.com/annonce/demande-demploi-chauffeur-6669922,expatdakar,
Vendeuse live tik tok,Non défini,"Sud foire,
                                                                                Dakar",,"dimanche, 14:24",https://www.expat-dakar.com/annonce/vendeuse-live-tik-tok-6258866,expatdakar,
RECRUTEMENT AGENT DE SANTÉ COMMUNAUTAIRE,TSW,"Mbao,
                                                                                Dakar",TSW,"samedi, 15:47",https://www.expat-dakar.com/annonce/recrutement-agent-de-sante-communautaire-6669604,expatdakar,
RECHERCHE PERSONNEL de MÉNAGE,WBH,"Ouakam,
                                                                                Dakar",WBH,"samedi, 00:47",https://www.expat-dakar.com/annonce/recherche-personnel-de-menage-6471245,expatdakar,
UI/UX DESIGNER,Afric Management,"Dakar,
                                                                                Dakar",Afric Management,"vendredi, 10:27",https://www.expat-dakar.com/annonce/uiux-designer-6668236,expatdakar,
Chargé(e) de Support Administratif,GPF,"Dakar,
                                                                                Dakar",GPF,"vendredi, 10:22",https://www.expat-dakar.com/annonce/chargee-de-support-administratif-6668230,expatdakar,
Conducteur Professionnel VTC / Tivaouane Peulh,,"Tivaouane peulh,
                                                                                Dakar",,"26. mars, 13:11",https://www.expat-dakar.com/annonce/conducteur-professionnel-vtc-tivaouane-peulh-6667059,expatdakar,
"Specialist HVC, Roaming & International",Yas Sénégal,"Dakar,
                                                                                Dakar",Yas Sénégal,"26. mars, 11:49",https://www.expat-dakar.com/annonce/specialist-hvc-roaming-international-6666963,expatdakar,
Comptable,Azalai Hotels,"Dakar,
                                                                                Dakar",Azalai Hotels,"26. mars, 11:42",https://www.expat-dakar.com/annonce/comptable-6666947,expatdakar,
CHAUFFEURS TRICYCLE (BOUTIQUE MOBILE CANAL+),AFRICA SATELLITE TELEVISION,"Ouakam,
                                                                                Dakar",AFRICA SATELLITE TELEVISION,"26. mars, 09:52",https://www.expat-dakar.com/annonce/chauffeurs-tricycle-boutique-mobile-canal-6665478,expatdakar,
JEUNE CHRÉTIENNE POUR MÉNAGE (Almadies 2),charles placement,"Almadies 2,
                                                                                Dakar",charles placement,"26. mars, 08:52",https://www.expat-dakar.com/annonce/jeune-chretienne-pour-menage-almadies-2-6666143,expatdakar,
Téléopératrice (Centre D'appel),Call Center,"Ouest foire,
                                                                                Dakar",Call Center,"24. mars, 17:29",https://www.expat-dakar.com/annonce/teleoperatrice-centre-dappel-6663179,expatdakar,
OFFRE DE STAGE – ASSISTANTE COMMERCIALE,,"Mermoz,
                                                                                Dakar",,"24. mars, 13:42",https://www.expat-dakar.com/annonce/offre-de-stage-assistante-commerciale-6663482,expatdakar,
STAGE-FORMATION COMMERCIAL,DLEAD DISTRIBUTION,"Dakar,
                                                                                Dakar",DLEAD DISTRIBUTION,"23. mars, 14:54",https://www.expat-dakar.com/annonce/stage-formation-commercial-6541927,expatdakar,
Ingénieur Hydrogéologue,Importante société de la place,"Dakar,
                                                                                Dakar",Importante société de la place,"23. mars, 12:19",https://www.expat-dakar.com/annonce/ingenieur-hydrogeologue-6661563,expatdakar,
Chercheur en science clinique,Institut Pasteur de Dakar,"Dakar,
                                                                                Dakar",Institut Pasteur de Dakar,"23. mars, 12:12",https://www.expat-dakar.com/annonce/chercheur-en-science-clinique-6661538,expatdakar,
Recrutement Partenaires de vente en Ligne,,"Mermoz,
                                                                                Dakar",,"23. mars, 09:24",https://www.expat-dakar.com/annonce/recrutement-partenaires-de-vente-en-ligne-6661103,expatdakar,
Assister une personne handicapée,Moi,"Thiès,
                                                                                Thiès",Moi,"22. mars, 21:06",https://www.expat-dakar.com/annonce/assister-une-personne-handicapee-6595903,expatdakar,
RECHERCHE GESTIONNAIRE DE MAISON,,"Grand-Yoff,
                                                                                Dakar",,"19. mars, 18:32",https://www.expat-dakar.com/annonce/recherche-gestionnaire-de-maison-6658323,expatdakar,
RECRUTEMENT CHAUFFEUR PLATEAU,Global RH,"Diamniadio,
                                                                                Dakar",Global RH,"18. mars, 17:19",https://www.expat-dakar.com/annonce/recrutement-chauffeur-plateau-6656615,expatdakar,
OFFRE DE STAGE : COMMUNITY MANAGER & INFOGRAPHE,DAS,"Hann maristes,
                                                                                Dakar",DAS,"18. mars, 14:43",https://www.expat-dakar.com/annonce/offre-de-stage-community-manager-infographe-6656459,expatdakar,
Chauffeur expérimenté,,"Sacré-cœur,
                                                                                Dakar",,"17. mars, 12:47",https://www.expat-dakar.com/annonce/chauffeur-experimente-6654285,expatdakar,
RECRUTEMENT DE PERSONNEL,,"Dakar,
                                                                                Dakar",,"16. mars, 16:38",https://www.expat-dakar.com/annonce/recrutement-de-personnel-6592252,expatdakar,
Chef comptable,Formarecrut,"Dakar,
                                                                                Dakar",Formarecrut,"16. mars, 10:49",https://www.expat-dakar.com/annonce/chef-comptable-6652262,expatdakar,
Gestionnaire de comptes d’escale,Africa Global Logistics,"Dakar,
                                                                                Dakar",Africa Global Logistics,"16. mars, 10:43",https://www.expat-dakar.com/annonce/gestionnaire-de-comptes-descale-6652247,expatdakar,
Pizzailo pizza,Pizz,"Almadies,
                                                                                Dakar",Pizz,"16. mars, 09:21",https://www.expat-dakar.com/annonce/pizzailo-pizza-6651220,expatdakar,
5 ménagères polyvalentes recherchées – ferme à Sébikotane,charles placement,"Sebikotane,
                                                                                Dakar",charles placement,"13. mars, 19:03",https://www.expat-dakar.com/annonce/5-menageres-polyvalentes-recherchees-ferme-a-sebikotane-6649505,expatdakar,
"Recrutement Stagiaires/Infographe,Développeur",,"Mermoz,
                                                                                Dakar",,"13. mars, 16:41",https://www.expat-dakar.com/annonce/recrutement-stagiairesinfographedeveloppeur-6649417,expatdakar,
Secrétaire de Direction,ESMT,"Dakar,
                                                                                Dakar",ESMT,"13. mars, 09:50",https://www.expat-dakar.com/annonce/secretaire-de-direction-6648484,expatdakar,
Entreprise de Livraison recrute chauffeur,Nabi Shipping,"Liberte 6,
                                                                                Dakar",Nabi Shipping,"13. mars, 09:31",https://www.expat-dakar.com/annonce/entreprise-de-livraison-recrute-chauffeur-6647845,expatdakar,
RECRUTEMENT ASSISTANTE COMMERCIALE,,"Ouakam,
                                                                                Dakar",,"12. mars, 11:53",https://www.expat-dakar.com/annonce/recrutement-assistante-commerciale-6646764,expatdakar,
COIFFEUR PROFESIONNEL,O'BARBER'CHIC,"Mamelles,
                                                                                Dakar",O'BARBER'CHIC,"11. mars, 10:55",https://www.expat-dakar.com/annonce/coiffeur-profesionnel-6645153,expatdakar,
Marking et communication,Farm & innovative Technology,"Mbour,
                                                                                Thiès",Farm & innovative Technology,"10. mars, 14:03",https://www.expat-dakar.com/annonce/marking-et-communication-6643994,expatdakar,
Cuisinier plat senegalais et europeen aux maristes,,"Hann maristes,
                                                                                Dakar",,"9. mars, 14:22",https://www.expat-dakar.com/annonce/cuisinier-plat-senegalais-et-europeen-aux-maristes-6642683,expatdakar,
Cuisinier fast-food aux maristes,,"Hann maristes,
                                                                                Dakar",,"9. mars, 14:27",https://www.expat-dakar.com/annonce/cuisinier-fast-food-aux-maristes-6642621,expatdakar,
Serveuse Fast-Food – Maristes,,"Hann maristes,
                                                                                Dakar",,"9. mars, 14:01",https://www.expat-dakar.com/annonce/serveuse-fast-food-maristes-6642622,expatdakar,
Recrutement,,"Keur Massar,
                                                                                Dakar",,"9. mars, 13:18",https://www.expat-dakar.com/annonce/recrutement-6642577,expatdakar,
Complexe khelcombusiness recrute,Complexe Khelcom Business,"Dakar,
                                                                                Dakar",Complexe Khelcom Business,"8. mars, 13:40",https://www.expat-dakar.com/annonce/complexe-khelcombusiness-recrute-6641178,expatdakar,
RECRUTEMENT AGENT DE TERRAIN EXPÉRIMENTÉ,Non défini,"Ouakam,
                                                                                Dakar",,"6. mars, 13:22",https://www.expat-dakar.com/annonce/recrutement-agent-de-terrain-experimente-6639978,expatdakar,
RECRUTEMENT AGENT EN MARKETING DIGITAL,Non défini,"Ouakam,
                                                                                Dakar",,"6. mars, 13:13",https://www.expat-dakar.com/annonce/recrutement-agent-en-marketing-digital-6639942,expatdakar,
Télécommerciale,Lunatik Strategy,"Dakar,
                                                                                Dakar",Lunatik Strategy,"6. mars, 09:46",https://www.expat-dakar.com/annonce/telecommerciale-6639604,expatdakar,
Senior Consultant,Haskè Group,"Dakar,
                                                                                Dakar",Haskè Group,"6. mars, 09:42",https://www.expat-dakar.com/annonce/senior-consultant-6639588,expatdakar,
"🌟 Nounou polyvalente– Diobass, Route de Sindia, Thiès 🌟",charles placement,"Thiès,
                                                                                Thiès",charles placement,"5. mars, 17:30",https://www.expat-dakar.com/annonce/nounou-polyvalente-diobass-route-de-sindia-thies-6638892,expatdakar,
HOTESSES A PIEDS,,"Zac Mbao,
                                                                                Dakar",,"5. mars, 10:54",https://www.expat-dakar.com/annonce/hotesses-a-pieds-6638234,expatdakar,
RECRUTE DES NOUNOUS SPÉCIALISÉES AVS,Non défini,"Ouakam,
                                                                                Dakar",,"4. mars, 14:46",https://www.expat-dakar.com/annonce/recrute-des-nounous-specialisees-avs-6637376,expatdakar,
Responsable Projet &  Coordinations,TAXAWUMA LEADER GROUP,"Golf,
                                                                                Dakar",TAXAWUMA LEADER GROUP,"4. mars, 11:19",https://www.expat-dakar.com/annonce/responsable-projet-coordinations-6637057,expatdakar,
Assistante  Administrative  Financière et de Direction,TAXAWUMA LEADER GROUP,"Golf,
                                                                                Dakar",TAXAWUMA LEADER GROUP,"4. mars, 11:02",https://www.expat-dakar.com/annonce/assistante-administrative-financiere-et-de-direction-6637038,expatdakar,
Assistant Administratif Bilingue,88PCN,"Saint-Louis,
                                                                                Saint-Louis",88PCN,"4. mars, 09:55",https://www.expat-dakar.com/annonce/assistant-administratif-bilingue-6616301,expatdakar,
Sage-Femme,SOS Village d'enfants Sénégal,"Tambacounda,
                                                                                Tambacounda",SOS Village d'enfants Sénégal,"4. mars, 09:47",https://www.expat-dakar.com/annonce/sage-femme-6636919,expatdakar,
Un(e) Gérant(e) de Boutique,Securtech,"Almadies 2,
                                                                                Dakar",Securtech,"3. mars, 12:05",https://www.expat-dakar.com/annonce/une-gerante-de-boutique-6636083,expatdakar,
Recrutement/caissière/commerciaux/secrétaire,,"Mbour,
                                                                                Thiès",,"2. mars, 13:34",https://www.expat-dakar.com/annonce/recrutementcaissierecommerciauxsecretaire-6564547,expatdakar,
Recrutement/Comptables et Commerciaux,,"Mbour,
                                                                                Thiès",,"2. mars, 13:33",https://www.expat-dakar.com/annonce/recrutementcomptables-et-commerciaux-6564558,expatdakar,
Recrutement/Responsable commercial,,"Mbour,
                                                                                Thiès",,"2. mars, 13:33",https://www.expat-dakar.com/annonce/recrutementresponsable-commercial-6564536,expatdakar,
Conseiller Client (F/H) - Télévente - Dakar - Français,Concentrix,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sna355984b39155771a12ef0f733d19c3c,optioncarriere,
Développeur Web Full Stack – Spécialiste SHOPIFY & WORDPRESS H/F,L3M,"Mbour, Thiès",,Il y a 14 heures,https://www.optioncarriere.sn/jobad/snd8ea0e75f9d0a5bf761b65407f3aefa9,optioncarriere,
COMPTABLE FOURNISSEUR,TotalEnergies,Sénégal,,Il y a 12 heures,https://www.optioncarriere.sn/jobad/sn48aa72b7a11d4121ea36f1c9c075ae5a,optioncarriere,
Chauffeur Bilingue,GBG,Dakar,,Il y a 5 heures,https://www.optioncarriere.sn/jobad/sn2e1ece318899d68cd9bf12e8d3e6363b,optioncarriere,
Superviseur de Caisse,AMD Corporate,Dakar,,Il y a 6 heures,https://www.optioncarriere.sn/jobad/sn96d55371eb37c6f9a11ea6de732d5620,optioncarriere,
Chef de Projet Communication,GPF,Dakar,,Il y a 6 heures,https://www.optioncarriere.sn/jobad/snb68482cac294338ca2a7df18786f6e8e,optioncarriere,
Ingénieur Développement Produits agroalimentaire (Snack Food et Céréales),Topwork,Dakar,,Il y a 6 heures,https://www.optioncarriere.sn/jobad/sn92cccf15dee94e83b09d58fa37db3205,optioncarriere,
Chargé de SIG,IMPACT,Dakar,,Il y a 6 heures,https://www.optioncarriere.sn/jobad/snd6647340255133378862db1731f950da,optioncarriere,
Ingénieurs Statisticiens,Sen Interim,Dakar,,Il y a 6 heures,https://www.optioncarriere.sn/jobad/sn4426bf6136a6c97f494a99ac73368695,optioncarriere,
Enquêteurs,Sen Interim,Dakar,,Il y a 7 heures,https://www.optioncarriere.sn/jobad/sn56ebb78e9b46df8fb05e013c5bcffeef,optioncarriere,
02 Auditeurs Seniors,Grant Thornton Senegal,Dakar,,Il y a 8 heures,https://www.optioncarriere.sn/jobad/snd17783f3e0acd32422c7c79e51cf5520,optioncarriere,
Stage en comptabilité,Multinationale,Dakar,,Il y a 9 heures,https://www.optioncarriere.sn/jobad/snc36647d106bf3c6f83488472b5c458ff,optioncarriere,
Chargé de Données,IMPACT,Dakar,,Il y a 9 heures,https://www.optioncarriere.sn/jobad/sn166e8b03852da0aab51e08a19f561b65,optioncarriere,
Consultant·e pour la conception du Tostan Junior Program,Tostan,Dakar,,Il y a 10 heures,https://www.optioncarriere.sn/jobad/sn18ac483f48e4b00e591c71c4bbc232e1,optioncarriere,
Commerciale Terrain,JAAY LEER,Dakar,,Il y a 11 heures,https://www.optioncarriere.sn/jobad/sn21684e2f941ac23feb45803d71ccf916,optioncarriere,
Auditeur Confirmé,Grant Thornton Senegal,Dakar,,Il y a 12 heures,https://www.optioncarriere.sn/jobad/sne22dca6520f1589d508c4880c91981ff,optioncarriere,
Responsable des Opérations,IMPACT,Dakar,,Il y a 12 heures,https://www.optioncarriere.sn/jobad/sn3e507fa655717bbba0c08a3f9e652d90,optioncarriere,
Coordinateur de Projet,Goethe-Institut,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn0e8e3e2bfbecf218c1e4d23030710aa5,optioncarriere,
Spécialiste en Communication,REPSFECO,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/snd02bef7194c5c1d48622a3514dac2500,optioncarriere,
Responsable des Operations,GPF,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn8c94c9de9069106fd7725d877a667f57,optioncarriere,
Graphique Designer Senior,GPF,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn92eca7c3d6a798fcc6ba65f16f381ba2,optioncarriere,
Planificateur(trice)d’infrastructures de sites d’événements,,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/snb43f7b771a512503ecb97b9f1879432d,optioncarriere,
Traducteurs professionnels,MGtrad,Sénégal,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn304df84a08c030fd16cfd0ba9f32507d,optioncarriere,
10 Business Developers,Groupe Taliso,Dakar,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sne1a54d7652326d681c0175f7aeb68a09,optioncarriere,
Chauffeur privé / familial,Top Management 24,Thiès,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/snfcbbb918a38b6a538329e01e830e45d0,optioncarriere,
Chauffeurs Taxi Particuliers,Urban Cars,Dakar,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/snd322782e26a4d104d8b72b0473cbbaef,optioncarriere,
Nounou et Chef Cuisinière Expérimentées,Guest House,"Rufisque, Dakar",,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sn52aa2161132898a6b1acd39a7c73aebf,optioncarriere,
Femme de Ménage Qualifiée,Serenite Pro Service,Dakar,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sn0137d75887caa6567d529a9708f90131,optioncarriere,
Consultant Support FAI avec expertise N1,ALTEN,Dakar,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn19b227b4879fb54084954789457ab927,optioncarriere,
Animateur en langue et culture - Senegal,CorpsAfrica,Dakar,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn5183be7e57cdcd9e83735bf03b99000c,optioncarriere,
Responsable Commercial.e & Partenariats (Part-time) – UBB,UBB - Ubuntu Business Builders,Sénégal,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sn686828d7886d76e4ec0952948c7923bb,optioncarriere,
"Stage En ligne sur la fonction Évaluation : planification, revue et utilisation des évaluations, 6 mois, WCARO, Dakar, Sénégal",Unicef,Sénégal,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn07013569078e1884e7efae287ef20fbc,optioncarriere,
"Livreur - Dakar (Jet d'eau), Sénégal",Lapaire Group,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn1b15457ca4aa27f71535a42e6263d74a,optioncarriere,
Superviseur des cultures et des contrats d'achat H/F,Groupe CF-ID,Saint-Louis,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snd63092dbb8788d6002040b5d648a5865,optioncarriere,
Consultant Support FAI,ALTEN,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn06746c09acfcd1452903e5362738e60a,optioncarriere,
Pâtissier F/H,Paul SAINT-LOUIS (Titan),Saint-Louis,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sne6998c05e23a61ca9973f7460d5dee9a,optioncarriere,
MEL INTERN / STAGIAIRE SUIVI EVALUATION - WEECAP SENEGAL,Winrock International,Dakar,,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sn17cbe9a59825d10a73da0cf51af95c3f,optioncarriere,
Pizzaïolo F/H,Volfoni SAINT-LOUIS (Ouranos),Saint-Louis,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn04d4777e094833354a6f375aba0d2fe2,optioncarriere,
Directeur adjoint de restaurant F/H,Au Bureau SAINT-LOUIS,Saint-Louis,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/snbf6d751a41bab14b09be6471f5c25298,optioncarriere,
Agent de restauration polyvalent plonge/ménage F/H,Volfoni SAINT-LOUIS (Ouranos),Saint-Louis,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn578bb521d5b2f8be150bd7291d3f3f20,optioncarriere,
Chef de partie F/H,Volfoni SAINT-LOUIS (Ouranos),Saint-Louis,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn4a3ebf87c438edb122b73f64e92b7219,optioncarriere,
CHEF DE SECTEUR,TotalEnergies,Sénégal,,Il y a 6 jours,https://www.optioncarriere.sn/jobad/snbd834af3f4a01f92cb3d8bf01a9d956e,optioncarriere,
Junior Chief of Staff du Head of School,Enko Education,"Ngaparou, Thiès",,Il y a 21 jours,https://www.optioncarriere.sn/jobad/sn53181bd8691ffffbddc3ee67b5f06756,optioncarriere,
Gérante Cuisinière,Fast food a Thies,Thiès,,Il y a 3 jours,https://www.optioncarriere.sn/jobad/sn93d93c8da9c60351becf5c398add8554,optioncarriere,
Employé polyvalent en salle F/H,Sushi's SAINT-LOUIS,Saint-Louis,,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn97f6f1e6b674bac64fe1e2d7274a92de,optioncarriere,
"Expert BTP, Spécialisé en Génie Maritime/Côtier",,Dakar,,Il y a 3 jours,https://www.optioncarriere.sn/jobad/sn7e3d301934800c1c4de9c31d4ee3431d,optioncarriere,
"Responsable de Zone - Dakar, Sénégal",Lapaire Group,Dakar,,Il y a 25 jours,https://www.optioncarriere.sn/jobad/sne468530273c729d03a016a8490a11252,optioncarriere,
Crédit Manager H/F,CFAO,Sénégal,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn8f308aa78d209da266cbadc3fbcc6b88,optioncarriere,
Mise en page et design d'un guide pour les organismes réglementaires (86p),United Nations,Sénégal,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn7669f695504409cf6ace60b70e5c17f1,optioncarriere,
Plongeur F/H,Volfoni,Saint-Louis,,Il y a 29 jours,https://www.optioncarriere.sn/jobad/snaf8e562bb05dd2830b37d66331119b93,optioncarriere,
Assistant Boutique Polyvalent (H/F),Global Talent HR,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn261dd7a1b7cf1058baac60ff1a40fa2a,optioncarriere,
"Commercial (e) Externe - Ouakam, Sénégal",Lapaire Group,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snf3966c5832b5f4041f5df63d83036d26,optioncarriere,
Business Developer freelance — Apporteur d’affaires,Rise Your Business,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sne86f94a2cbb906ff1dfa64aed0b76abf,optioncarriere,
Chargé d’études en organisation,BCEAO,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn20bf14bf2d6fe43e5914e1a94fc48789,optioncarriere,
Responsable Spa,Club Med,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snf97ca8aeb121cd90fc32bc6077b37a5c,optioncarriere,
Chargé des projets de communication,BCEAO,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn760d11c1113271de7fca4786765b5eef,optioncarriere,
Conseiller ou Conseillere de vente – Voyages,Smart Listing Travel,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snb1558847d228d693c0d001ebc88b4f37,optioncarriere,
Stage subventionné pour jeunes diplômés au sein de la Délégation de l’UE au Sénégal,Delegation de l'Union Europeenne au Senegal,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn693524185f87c11b49a9e1a5c8b3dc4e,optioncarriere,
Gestionnaire des incidents et des demandes d’assistance,BCEAO,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snedcfaf396d8781a958a2ec9efafbc8d6,optioncarriere,
Gestionnaire d’opérations financières,BCEAO,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn6a876c24b6fb994cfd8f8f656a8b1137,optioncarriere,
Professeur du Second Degré – Arts Plastiques-Français,Cours Sainte Marie de Hann,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn3b25fe317c714868b078afe807fa0def,optioncarriere,
Chargé de domaine de formation « Secteurs bancaire et financier,BCEAO,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snd3864c9f0c3825ae6c44abf822923847,optioncarriere,
Assistant(e) Administratif(ve) Junior,Fairview Farms Sarl,"Pout, Thiès",,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn67d4c3b466268607a5fc3a3bf32ae53c,optioncarriere,
Coordinateur Pédagogique,Cours Sainte Marie de Hann,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sna7b747774c07055b13a7d71a93b689bd,optioncarriere,
